Printing Modifier Definitions:
Tag: can_recruit_explorer, Categories: Country, , All, 
Tag: ban_imports_of_horses, Categories: Country, , All, 
Tag: ban_imports_of_clay, Categories: Country, , All, 
Tag: ban_imports_of_sand, Categories: Country, , All, 
Tag: ban_imports_of_coal, Categories: Country, , All, 
Tag: ban_imports_of_iron, Categories: Country, , All, 
Tag: ban_imports_of_copper, Categories: Country, , All, 
Tag: ban_imports_of_goods_gold, Categories: Country, , All, 
Tag: ban_imports_of_silver, Categories: Country, , All, 
Tag: ban_imports_of_stone, Categories: Country, , All, 
Tag: ban_imports_of_tin, Categories: Country, , All, 
Tag: ban_imports_of_lead, Categories: Country, , All, 
Tag: ban_imports_of_wool, Categories: Country, , All, 
Tag: ban_imports_of_silk, Categories: Country, , All, 
Tag: ban_imports_of_dyes, Categories: Country, , All, 
Tag: ban_imports_of_incense, Categories: Country, , All, 
Tag: ban_imports_of_tea, Categories: Country, , All, 
Tag: ban_imports_of_cocoa, Categories: Country, , All, 
Tag: ban_imports_of_coffee, Categories: Country, , All, 
Tag: ban_imports_of_fiber_crops, Categories: Country, , All, 
Tag: ban_imports_of_ivory, Categories: Country, , All, 
Tag: ban_imports_of_fur, Categories: Country, , All, 
Tag: ban_imports_of_lumber, Categories: Country, , All, 
Tag: ban_imports_of_salt, Categories: Country, , All, 
Tag: ban_imports_of_medicaments, Categories: Country, , All, 
Tag: ban_imports_of_gems, Categories: Country, , All, 
Tag: ban_imports_of_pearls, Categories: Country, , All, 
Tag: ban_imports_of_amber, Categories: Country, , All, 
Tag: ban_imports_of_saltpeter, Categories: Country, , All, 
Tag: ban_imports_of_alum, Categories: Country, , All, 
Tag: ban_imports_of_wine, Categories: Country, , All, 
Tag: ban_imports_of_elephants, Categories: Country, , All, 
Tag: ban_imports_of_slaves_goods, Categories: Country, , All, 
Tag: ban_imports_of_wild_game, Categories: Country, , All, 
Tag: ban_imports_of_fish, Categories: Country, , All, 
Tag: ban_imports_of_wheat, Categories: Country, , All, 
Tag: ban_imports_of_maize, Categories: Country, , All, 
Tag: ban_imports_of_rice, Categories: Country, , All, 
Tag: ban_imports_of_millet, Categories: Country, , All, 
Tag: ban_imports_of_legumes, Categories: Country, , All, 
Tag: ban_imports_of_potato, Categories: Country, , All, 
Tag: ban_imports_of_livestock, Categories: Country, , All, 
Tag: ban_imports_of_olives, Categories: Country, , All, 
Tag: ban_imports_of_fruit, Categories: Country, , All, 
Tag: ban_imports_of_tar, Categories: Country, , All, 
Tag: ban_imports_of_porcelain, Categories: Country, , All, 
Tag: ban_imports_of_naval_supplies, Categories: Country, , All, 
Tag: ban_imports_of_weaponry, Categories: Country, , All, 
Tag: ban_imports_of_glass, Categories: Country, , All, 
Tag: ban_imports_of_steel, Categories: Country, , All, 
Tag: ban_imports_of_cloth, Categories: Country, , All, 
Tag: ban_imports_of_fine_cloth, Categories: Country, , All, 
Tag: ban_imports_of_liquor, Categories: Country, , All, 
Tag: ban_imports_of_beer, Categories: Country, , All, 
Tag: ban_imports_of_paper, Categories: Country, , All, 
Tag: ban_imports_of_books, Categories: Country, , All, 
Tag: ban_imports_of_jewelry, Categories: Country, , All, 
Tag: ban_imports_of_leather, Categories: Country, , All, 
Tag: ban_imports_of_tools, Categories: Country, , All, 
Tag: ban_imports_of_lacquerware, Categories: Country, , All, 
Tag: local_cotton_output_modifier, Categories: Location, , All, 
Tag: local_sugar_output_modifier, Categories: Location, , All, 
Tag: local_tobacco_output_modifier, Categories: Location, , All, 
Tag: local_horses_output_modifier, Categories: Location, , All, 
Tag: local_clay_output_modifier, Categories: Location, , All, 
Tag: local_sand_output_modifier, Categories: Location, , All, 
Tag: local_coal_output_modifier, Categories: Location, , All, 
Tag: local_iron_output_modifier, Categories: Location, , All, 
Tag: local_copper_output_modifier, Categories: Location, , All, 
Tag: local_goods_gold_output_modifier, Categories: Location, , All, 
Tag: local_silver_output_modifier, Categories: Location, , All, 
Tag: local_stone_output_modifier, Categories: Location, , All, 
Tag: local_tin_output_modifier, Categories: Location, , All, 
Tag: local_lead_output_modifier, Categories: Location, , All, 
Tag: local_wool_output_modifier, Categories: Location, , All, 
Tag: local_silk_output_modifier, Categories: Location, , All, 
Tag: local_dyes_output_modifier, Categories: Location, , All, 
Tag: local_incense_output_modifier, Categories: Location, , All, 
Tag: local_tea_output_modifier, Categories: Location, , All, 
Tag: local_cocoa_output_modifier, Categories: Location, , All, 
Tag: local_coffee_output_modifier, Categories: Location, , All, 
Tag: local_fiber_crops_output_modifier, Categories: Location, , All, 
Tag: local_ivory_output_modifier, Categories: Location, , All, 
Tag: local_fur_output_modifier, Categories: Location, , All, 
Tag: local_lumber_output_modifier, Categories: Location, , All, 
Tag: local_salt_output_modifier, Categories: Location, , All, 
Tag: local_medicaments_output_modifier, Categories: Location, , All, 
Tag: local_gems_output_modifier, Categories: Location, , All, 
Tag: local_pearls_output_modifier, Categories: Location, , All, 
Tag: local_amber_output_modifier, Categories: Location, , All, 
Tag: local_saltpeter_output_modifier, Categories: Location, , All, 
Tag: local_alum_output_modifier, Categories: Location, , All, 
Tag: local_wine_output_modifier, Categories: Location, , All, 
Tag: local_elephants_output_modifier, Categories: Location, , All, 
Tag: local_slaves_goods_output_modifier, Categories: Location, , All, 
Tag: local_wild_game_output_modifier, Categories: Location, , All, 
Tag: local_fish_output_modifier, Categories: Location, , All, 
Tag: local_wheat_output_modifier, Categories: Location, , All, 
Tag: local_maize_output_modifier, Categories: Location, , All, 
Tag: local_rice_output_modifier, Categories: Location, , All, 
Tag: local_millet_output_modifier, Categories: Location, , All, 
Tag: local_legumes_output_modifier, Categories: Location, , All, 
Tag: local_potato_output_modifier, Categories: Location, , All, 
Tag: local_livestock_output_modifier, Categories: Location, , All, 
Tag: local_olives_output_modifier, Categories: Location, , All, 
Tag: local_fruit_output_modifier, Categories: Location, , All, 
Tag: local_tar_output_modifier, Categories: Location, , All, 
Tag: local_porcelain_output_modifier, Categories: Location, , All, 
Tag: local_naval_supplies_output_modifier, Categories: Location, , All, 
Tag: local_weaponry_output_modifier, Categories: Location, , All, 
Tag: local_glass_output_modifier, Categories: Location, , All, 
Tag: local_steel_output_modifier, Categories: Location, , All, 
Tag: local_cloth_output_modifier, Categories: Location, , All, 
Tag: local_fine_cloth_output_modifier, Categories: Location, , All, 
Tag: local_liquor_output_modifier, Categories: Location, , All, 
Tag: local_beer_output_modifier, Categories: Location, , All, 
Tag: local_paper_output_modifier, Categories: Location, , All, 
Tag: local_books_output_modifier, Categories: Location, , All, 
Tag: local_jewelry_output_modifier, Categories: Location, , All, 
Tag: local_leather_output_modifier, Categories: Location, , All, 
Tag: local_tools_output_modifier, Categories: Location, , All, 
Tag: local_lacquerware_output_modifier, Categories: Location, , All, 
Tag: global_cotton_output_modifier, Categories: Country, , All, 
Tag: global_sugar_output_modifier, Categories: Country, , All, 
Tag: global_tobacco_output_modifier, Categories: Country, , All, 
Tag: global_horses_output_modifier, Categories: Country, , All, 
Tag: global_clay_output_modifier, Categories: Country, , All, 
Tag: global_sand_output_modifier, Categories: Country, , All, 
Tag: global_coal_output_modifier, Categories: Country, , All, 
Tag: global_iron_output_modifier, Categories: Country, , All, 
Tag: global_copper_output_modifier, Categories: Country, , All, 
Tag: global_goods_gold_output_modifier, Categories: Country, , All, 
Tag: global_silver_output_modifier, Categories: Country, , All, 
Tag: global_stone_output_modifier, Categories: Country, , All, 
Tag: global_tin_output_modifier, Categories: Country, , All, 
Tag: global_lead_output_modifier, Categories: Country, , All, 
Tag: global_wool_output_modifier, Categories: Country, , All, 
Tag: global_silk_output_modifier, Categories: Country, , All, 
Tag: global_dyes_output_modifier, Categories: Country, , All, 
Tag: global_incense_output_modifier, Categories: Country, , All, 
Tag: global_tea_output_modifier, Categories: Country, , All, 
Tag: global_cocoa_output_modifier, Categories: Country, , All, 
Tag: global_coffee_output_modifier, Categories: Country, , All, 
Tag: global_fiber_crops_output_modifier, Categories: Country, , All, 
Tag: global_ivory_output_modifier, Categories: Country, , All, 
Tag: global_fur_output_modifier, Categories: Country, , All, 
Tag: global_lumber_output_modifier, Categories: Country, , All, 
Tag: global_salt_output_modifier, Categories: Country, , All, 
Tag: global_medicaments_output_modifier, Categories: Country, , All, 
Tag: global_gems_output_modifier, Categories: Country, , All, 
Tag: global_pearls_output_modifier, Categories: Country, , All, 
Tag: global_amber_output_modifier, Categories: Country, , All, 
Tag: global_saltpeter_output_modifier, Categories: Country, , All, 
Tag: global_alum_output_modifier, Categories: Country, , All, 
Tag: global_wine_output_modifier, Categories: Country, , All, 
Tag: global_elephants_output_modifier, Categories: Country, , All, 
Tag: global_slaves_goods_output_modifier, Categories: Country, , All, 
Tag: global_wild_game_output_modifier, Categories: Country, , All, 
Tag: global_fish_output_modifier, Categories: Country, , All, 
Tag: global_wheat_output_modifier, Categories: Country, , All, 
Tag: global_maize_output_modifier, Categories: Country, , All, 
Tag: global_rice_output_modifier, Categories: Country, , All, 
Tag: global_millet_output_modifier, Categories: Country, , All, 
Tag: global_legumes_output_modifier, Categories: Country, , All, 
Tag: global_potato_output_modifier, Categories: Country, , All, 
Tag: global_livestock_output_modifier, Categories: Country, , All, 
Tag: global_olives_output_modifier, Categories: Country, , All, 
Tag: global_fruit_output_modifier, Categories: Country, , All, 
Tag: global_tar_output_modifier, Categories: Country, , All, 
Tag: global_porcelain_output_modifier, Categories: Country, , All, 
Tag: global_naval_supplies_output_modifier, Categories: Country, , All, 
Tag: global_weaponry_output_modifier, Categories: Country, , All, 
Tag: global_glass_output_modifier, Categories: Country, , All, 
Tag: global_steel_output_modifier, Categories: Country, , All, 
Tag: global_cloth_output_modifier, Categories: Country, , All, 
Tag: global_fine_cloth_output_modifier, Categories: Country, , All, 
Tag: global_liquor_output_modifier, Categories: Country, , All, 
Tag: global_beer_output_modifier, Categories: Country, , All, 
Tag: global_paper_output_modifier, Categories: Country, , All, 
Tag: global_books_output_modifier, Categories: Country, , All, 
Tag: global_jewelry_output_modifier, Categories: Country, , All, 
Tag: global_leather_output_modifier, Categories: Country, , All, 
Tag: global_tools_output_modifier, Categories: Country, , All, 
Tag: global_lacquerware_output_modifier, Categories: Country, , All, 
Tag: great_power_score, Categories: Country, , All, 
Tag: great_power_score_exempt_from_forfeit, Categories: Country, , All, 
Tag: great_power_score_modifier, Categories: Country, , All, 
Tag: anti_piracy_warfare_modifier, Categories: Unit, , All, 
Tag: amount_looted_modifier, Categories: Unit, , All, 
Tag: local_pirate_spawn_chance, Categories: Location, , All, 
Tag: global_pirate_spawn_chance, Categories: Country, , All, 
Tag: correct_box_chance, Categories: Unit, , All, 
Tag: estate_building_destruction_satisfaction_impact, Categories: Country, , All, 
Tag: local_mercenaries_modifier, Categories: Location, , All, 
Tag: global_mercenaries_modifier, Categories: Country, , All, 
Tag: curia_actions_blocked, Categories: Religion, , All, 
Tag: no_lowborn_leaders, Categories: Country, , All, 
Tag: blocked_from_being_leader, Categories: Character, , All, 
Tag: maximum_stockpile_capacity, Categories: Location, , All, 
Tag: foreign_export_from_market_cost_modifier, Categories: Country, , All, 
Tag: ban_exports_of_marble, Categories: Country, , All, 
Tag: ban_imports_of_marble, Categories: Country, , All, 
Tag: local_marble_output_modifier, Categories: Location, , All, 
Tag: global_marble_output_modifier, Categories: Country, , All, 
Tag: ban_exports_of_firearms, Categories: Country, , All, 
Tag: ban_imports_of_firearms, Categories: Country, , All, 
Tag: local_firearms_output_modifier, Categories: Location, , All, 
Tag: global_firearms_output_modifier, Categories: Country, , All, 
Tag: ban_exports_of_cannons, Categories: Country, , All, 
Tag: ban_imports_of_cannons, Categories: Country, , All, 
Tag: local_cannons_output_modifier, Categories: Location, , All, 
Tag: global_cannons_output_modifier, Categories: Country, , All, 
Tag: ban_exports_of_masonry, Categories: Country, , All, 
Tag: ban_imports_of_masonry, Categories: Country, , All, 
Tag: local_masonry_output_modifier, Categories: Location, , All, 
Tag: global_masonry_output_modifier, Categories: Country, , All, 
Tag: ban_exports_of_mercury, Categories: Country, , All, 
Tag: ban_imports_of_mercury, Categories: Country, , All, 
Tag: local_mercury_output_modifier, Categories: Location, , All, 
Tag: global_mercury_output_modifier, Categories: Country, , All, 
Tag: ban_exports_of_beeswax, Categories: Country, , All, 
Tag: ban_imports_of_beeswax, Categories: Country, , All, 
Tag: local_beeswax_output_modifier, Categories: Location, , All, 
Tag: global_beeswax_output_modifier, Categories: Country, , All, 
Tag: ban_exports_of_saffron, Categories: Country, , All, 
Tag: ban_imports_of_saffron, Categories: Country, , All, 
Tag: local_saffron_output_modifier, Categories: Location, , All, 
Tag: global_saffron_output_modifier, Categories: Country, , All, 
Tag: ban_exports_of_pepper, Categories: Country, , All, 
Tag: ban_imports_of_pepper, Categories: Country, , All, 
Tag: local_pepper_output_modifier, Categories: Location, , All, 
Tag: global_pepper_output_modifier, Categories: Country, , All, 
Tag: ban_exports_of_cloves, Categories: Country, , All, 
Tag: ban_imports_of_cloves, Categories: Country, , All, 
Tag: local_cloves_output_modifier, Categories: Location, , All, 
Tag: global_cloves_output_modifier, Categories: Country, , All, 
Tag: ban_exports_of_chili, Categories: Country, , All, 
Tag: ban_imports_of_chili, Categories: Country, , All, 
Tag: local_chili_output_modifier, Categories: Location, , All, 
Tag: global_chili_output_modifier, Categories: Country, , All, 
Tag: ban_exports_of_pottery, Categories: Country, , All, 
Tag: ban_imports_of_pottery, Categories: Country, , All, 
Tag: local_pottery_output_modifier, Categories: Location, , All, 
Tag: global_pottery_output_modifier, Categories: Country, , All, 
Tag: ban_exports_of_furniture, Categories: Country, , All, 
Tag: ban_imports_of_furniture, Categories: Country, , All, 
Tag: local_furniture_output_modifier, Categories: Location, , All, 
Tag: global_furniture_output_modifier, Categories: Country, , All, 
Tag: global_may_build_nahuatl_units, Categories: Country, , All, 
Tag: local_may_build_nahuatl_units, Categories: Location, , All, 
Tag: may_build_sofa_units, Categories: Location, , All, 
Tag: religious_icon_power_modifier, Categories: Country, , All, 
Tag: is_battles_preordained, Categories: Country, , All, 
Tag: minting_inflation_threshold, Categories: Country, , All, 
Tag: minting_income_factor, Categories: Country, , All, 
Tag: bribe_voter_for_policy_cost_modifier, Categories: Country, , All, 
Tag: hide_from_black_death_cost_modifier, Categories: Country, , All, 
Tag: control_the_food_market_cost_modifier, Categories: Country, , All, 
Tag: close_the_borders_cost_modifier, Categories: Country, , All, 
Tag: no_contact_with_outsiders_cost_modifier, Categories: Country, , All, 
Tag: segregate_the_infected_cost_modifier, Categories: Country, , All, 
Tag: strict_quarantines_cost_modifier, Categories: Country, , All, 
Tag: isolate_cities_black_death_cost_modifier, Categories: Country, , All, 
Tag: procure_remedies_cost_modifier, Categories: Country, , All, 
Tag: stop_procure_remedies_cost_modifier, Categories: Country, , All, 
Tag: sponsor_sin_forgiveness_cost_modifier, Categories: Country, , All, 
Tag: stop_sponsor_sin_forgiveness_cost_modifier, Categories: Country, , All, 
Tag: blame_the_minorities_cost_modifier, Categories: Country, , All, 
Tag: stop_blame_the_minorities_cost_modifier, Categories: Country, , All, 
Tag: road_building_blocked, Categories: Location, , All, 
Tag: constructions_stalled, Categories: Location, , All, 
Tag: peasants_allowed_weapons, Categories: Country, , All, 
Tag: recruit_conquistador_cost_modifier, Categories: Country, , All, 
Tag: allow_conquistadors, Categories: Country, , All, 
Tag: auto_conquer_at_war, Categories: Country, , All, 
Tag: auto_conquer_different_religion_at_war, Categories: Country, , All, 
Tag: can_colonize, Categories: Country, , All, 
Tag: rural_migration_attraction, Categories: Country, , All, 
Tag: non_rural_migration_attraction, Categories: Country, , All, 
Tag: prevented_from_being_heir, Categories: Character, , All, 
Tag: can_recruit_regiment_in_this_location, Categories: Location, , All, 
Tag: can_build_ships_in_this_location, Categories: Location, , All, 
Tag: block_from_change_to_empire_rank, Categories: Country, , All, 
Tag: block_from_change_to_empire_rank_catholic, Categories: Country, , All, 
Tag: block_from_change_to_kingdom_rank, Categories: Country, , All, 
Tag: block_from_change_to_duchy_rank, Categories: Country, , All, 
Tag: character_life_expectancy, Categories: Character, , All, 
Tag: local_life_expectancy, Categories: Location, , All, 
Tag: global_life_expectancy, Categories: Country, , All, 
Tag: is_immortal, Categories: Character, , All, 
Tag: blocked_from_declaring_war, Categories: Country, , All, 
Tag: trade_range, Categories: Country, , All, 
Tag: trade_range_modifier, Categories: Country, , All, 
Tag: mercenary_range, Categories: Country, , All, 
Tag: mercenary_range_modifier, Categories: Country, , All, 
Tag: global_trade_through_owned_territory_cost_modifier, Categories: Country, , All, 
Tag: local_trade_embark_disembark_cost_modifier, Categories: Location, , All, 
Tag: trade_land_movement_cost_modifier, Categories: Country, , All, 
Tag: trade_sea_movement_cost_modifier, Categories: Country, , All, 
Tag: add_religious_aspect_christian_cost_modifier, Categories: Country, , All, 
Tag: remove_religious_aspect_christian_cost_modifier, Categories: Country, , All, 
Tag: add_religious_aspect_inti_cost_modifier, Categories: Country, , All, 
Tag: change_religious_aspect_inti_cost_modifier, Categories: Country, , All, 
Tag: remove_religious_aspect_inti_cost_modifier, Categories: Country, , All, 
Tag: blocked_from_marriage, Categories: Character, , All, 
Tag: allow_privateers_slave_raid, Categories: Country, , All, 
Tag: blocks_privateer_raids, Categories: Location, , All, 
Tag: auto_slave_raid, Categories: Country, , All, 
Tag: auto_slave_raid_different_religion, Categories: Country, , All, 
Tag: slave_raid_efficiency, Categories: Country, , All, 
Tag: rural_disease_resistance, Categories: Country, , All, 
Tag: local_disease_resistance, Categories: Location, , All, 
Tag: global_disease_resistance, Categories: Country, , All, 
Tag: local_devastation_recovery, Categories: Location, , All, 
Tag: global_devastation_recovery, Categories: Country, , All, 
Tag: can_have_monasteries, Categories: Country, , All, 
Tag: slavery_blocked, Categories: Country, , All, 
Tag: any_pop_can_be_slave, Categories: Country, , All, 
Tag: global_nobles_conversion_blocked, Categories: Country, , All, 
Tag: local_nobles_conversion_blocked, Categories: Location, , All, 
Tag: global_clergy_conversion_blocked, Categories: Country, , All, 
Tag: local_clergy_conversion_blocked, Categories: Location, , All, 
Tag: global_burghers_conversion_blocked, Categories: Country, , All, 
Tag: local_burghers_conversion_blocked, Categories: Location, , All, 
Tag: global_peasants_conversion_blocked, Categories: Country, , All, 
Tag: local_peasants_conversion_blocked, Categories: Location, , All, 
Tag: global_laborers_conversion_blocked, Categories: Country, , All, 
Tag: local_laborers_conversion_blocked, Categories: Location, , All, 
Tag: global_soldiers_conversion_blocked, Categories: Country, , All, 
Tag: local_soldiers_conversion_blocked, Categories: Location, , All, 
Tag: global_slaves_conversion_blocked, Categories: Country, , All, 
Tag: local_slaves_conversion_blocked, Categories: Location, , All, 
Tag: global_tribesmen_conversion_blocked, Categories: Country, , All, 
Tag: local_tribesmen_conversion_blocked, Categories: Location, , All, 
Tag: global_nobles_assimilation_blocked, Categories: Country, , All, 
Tag: local_nobles_assimilation_blocked, Categories: Location, , All, 
Tag: global_clergy_assimilation_blocked, Categories: Country, , All, 
Tag: local_clergy_assimilation_blocked, Categories: Location, , All, 
Tag: global_burghers_assimilation_blocked, Categories: Country, , All, 
Tag: local_burghers_assimilation_blocked, Categories: Location, , All, 
Tag: global_peasants_assimilation_blocked, Categories: Country, , All, 
Tag: local_peasants_assimilation_blocked, Categories: Location, , All, 
Tag: global_laborers_assimilation_blocked, Categories: Country, , All, 
Tag: local_laborers_assimilation_blocked, Categories: Location, , All, 
Tag: global_soldiers_assimilation_blocked, Categories: Country, , All, 
Tag: local_soldiers_assimilation_blocked, Categories: Location, , All, 
Tag: global_slaves_assimilation_blocked, Categories: Country, , All, 
Tag: local_slaves_assimilation_blocked, Categories: Location, , All, 
Tag: global_tribesmen_assimilation_blocked, Categories: Country, , All, 
Tag: local_tribesmen_assimilation_blocked, Categories: Location, , All, 
Tag: building_upkeep_costs, Categories: Country, , All, 
Tag: legislative_efficiency, Categories: Country, , All, 
Tag: local_bubonic_plague_impact_modifier, Categories: Location, , All, 
Tag: local_smallpox_impact_modifier, Categories: Location, , All, 
Tag: local_typhus_impact_modifier, Categories: Location, , All, 
Tag: local_influenza_impact_modifier, Categories: Location, , All, 
Tag: local_measles_impact_modifier, Categories: Location, , All, 
Tag: local_great_pestilence_impact_modifier, Categories: Location, , All, 
Tag: local_malaria_impact_modifier, Categories: Location, , All, 
Tag: female_spouses, Categories: Country, , All, 
Tag: male_spouses, Categories: Country, , All, 
Tag: parliament_abolished, Categories: Country, , All, 
Tag: ruler_name_in_court_language, Categories: Country, , All, 
Tag: has_parliament_seat, Categories: Location, , All, 
Tag: parliament_duration_modifier, Categories: Country, , All, 
Tag: organization_parliament_duration_modifier, Categories: InternationalOrganization, , All, 
Tag: has_a_parliamentary_system, Categories: Country, , All, 
Tag: has_international_parliament, Categories: InternationalOrganization, , All, 
Tag: uses_parliament_for_law_votes, Categories: InternationalOrganization, , All, 
Tag: can_reassign_cleric, Categories: Country, , All, 
Tag: no_beards, Categories: Country, , All, 
Tag: can_call_rural_parliaments, Categories: Country, , All, 
Tag: parliament_base_support, Categories: Country, , All, 
Tag: university_construction_blocked, Categories: Country, , All, 
Tag: can_create_anti_piracy_cb, Categories: Country, , All, 
Tag: can_be_target_of_anti_piracy_cb, Categories: Country, , All, 
Tag: can_be_member_of_a_high_kingship, Categories: Country, , All, 
Tag: demand_church_tax_price_cost_modifier, Categories: Country, , All, 
Tag: request_aid_price_cost_modifier, Categories: Country, , All, 
Tag: has_panaqas, Categories: Country, , All, 
Tag: can_use_nustas_marriages, Categories: Country, , All, 
Tag: can_use_aclla_distribution, Categories: Country, , All, 
Tag: estate_power_from_cabinet, Categories: Country, , All, 
Tag: estate_power_from_command, Categories: Country, , All, 
Tag: buy_military_access_cost_modifier, Categories: Country, , All, 
Tag: buy_fleet_basing_rights_cost_modifier, Categories: Country, , All, 
Tag: force_allow_as_leader, Categories: Character, , All, 
Tag: maximum_religious_influence, Categories: Country, , All, 
Tag: manpower_to_building_owner, Categories: Location, , All, 
Tag: sailors_to_building_owner, Categories: Location, , All, 
Tag: gold_to_building_owner, Categories: Location, , All, 
Tag: scaled_gold_to_building_owner, Categories: Location, , All, 
Tag: monthly_loan_capacity_investment, Categories: Country, , All, 
Tag: total_loan_capacity_modifier, Categories: Country, , All, 
Tag: hire_for_cabinet_cost_modifier, Categories: Character, , All, 
Tag: blocks_vision_from_land, Categories: Location, , All, 
Tag: blocks_vision_from_sea, Categories: Location, , All, 
Tag: blocks_country_formation, Categories: Country, , All, 
Tag: local_upper_class_capacity_modifier, Categories: Location, , All, 
Tag: global_upper_class_capacity_modifier, Categories: Country, , All, 
Tag: target_of_military_sponsorships, Categories: Country, , All, 
Tag: is_praefecta, Categories: Character, , All, 
Tag: is_appointed_as_heir, Categories: Character, , All, 
Tag: papal_relations, Categories: Country, , All, 
Tag: blocked_from_creating_subjects, Categories: Country, , All, 
Tag: has_chivalric_order, Categories: Country, , All, 
Tag: is_in_chivalric_order, Categories: Character, , All, 
Tag: antagonism_tolerance, Categories: Country, , All, 
Tag: trade_isolation, Categories: Country, , All, 
Tag: allowed_to_become_shogun, Categories: Character, , All, 
Tag: favoring_buddhism, Categories: Country, , All, 
Tag: n_panokseon_build_cost_modifier, Categories: Country, , All, 
Tag: n_panokseon_reinforce_cost_modifier, Categories: Country, , All, 
Tag: n_panokseon_maintenance_cost_modifier, Categories: Country, , All, 
Tag: a_clan_retainers_build_cost_modifier, Categories: Country, , All, 
Tag: a_clan_retainers_reinforce_cost_modifier, Categories: Country, , All, 
Tag: a_clan_retainers_maintenance_cost_modifier, Categories: Country, , All, 
Tag: a_clan_retainer_cavalry_build_cost_modifier, Categories: Country, , All, 
Tag: a_clan_retainer_cavalry_reinforce_cost_modifier, Categories: Country, , All, 
Tag: a_clan_retainer_cavalry_maintenance_cost_modifier, Categories: Country, , All, 
Tag: has_ashta_pradham_council_policies, Categories: Country, , All, 
Tag: can_send_royal_inspectors, Categories: Country, , All, 
Tag: blocked_from_being_ruler, Categories: Character, , All, 
Tag: blocked_from_character_interactions, Categories: Character, , All, 
Tag: can_execute_characters, Categories: Country, , All, 
Tag: can_banish_characters, Categories: Country, , All, 
Tag: can_marry_only_overlord_dynasty_characters, Categories: Country, , All, 
Tag: forbid_marrying_lowborn, Categories: Country, , All, 
Tag: block_marrying_lowborn, Categories: Character, , All, 
Tag: ruler_must_be_commander_during_war, Categories: Country, , All, 
Tag: character_overthrew_high_king, Categories: Character, , All, 
Tag: character_blocked_from_high_kingship, Categories: Character, , All, 
Tag: shameless_privateering_modifier, Categories: Country, , All, 
Tag: sheikh_ul_islam_modifier, Categories: Character, , All, 
Tag: peace_offer_fairness, Categories: Country, , All, 
Tag: peace_offer_negotiation_power, Categories: Country, , All, 
Tag: language_change_threshold_modifier, Categories: Country, , All, 
Tag: monthly_imperial_authority, Categories: None, , Location, , Country, , Unit, , Character, , Religion, , Mercenary, , Province, , InternationalOrganization, , Rebel, , All, 
Tag: imperial_authority_modifier, Categories: None, , Location, , Country, , Unit, , Character, , Religion, , Mercenary, , Province, , InternationalOrganization, , Rebel, , All, 
Tag: allow_self_vote, Categories: InternationalOrganization, , All, 
Tag: is_hre_elector, Categories: Country, , All, 
Tag: can_revoke_electorship, Categories: Country, , All, 
Tag: is_excluded_from_electorship, Categories: Country, , All, 
Tag: reasons_to_elect, Categories: Country, , All, 
Tag: reasons_to_vote, Categories: Country, , All, 
Tag: allow_landfriede, Categories: Country, , All, 
Tag: landfriede_flat_cost, Categories: Country, , All, 
Tag: landfriede_cooldown, Categories: Country, , All, 
Tag: allow_overrule_imperial_diet, Categories: Country, , All, 
Tag: monthly_papal_authority, Categories: None, , Location, , Country, , Unit, , Character, , Religion, , Mercenary, , Province, , InternationalOrganization, , Rebel, , All, 
Tag: papal_authority_modifier, Categories: None, , Location, , Country, , Unit, , Character, , Religion, , Mercenary, , Province, , InternationalOrganization, , Rebel, , All, 
Tag: is_pope, Categories: Country, , All, 
Tag: blocked_from_conversion, Categories: Country, , All, 
Tag: papacy_blocked, Categories: Religion, , All, 
Tag: excommunication_price_cost_modifier, Categories: Country, , All, 
Tag: catholic_country_interaction_cost_modifier, Categories: Country, , All, 
Tag: middle_kingdom_tribute_price_cost_modifier, Categories: Country, , All, 
Tag: tribute_payment_received_modifier, Categories: Country, , All, 
Tag: excluded_from_paying_imperial_contribution, Categories: Country, , All, 
Tag: imperial_contribution_price_cost_modifier, Categories: Country, , All, 
Tag: imperial_treasury_contribution_price_cost_modifier, Categories: Country, , All, 
Tag: imperial_army_contribution_price_cost_modifier, Categories: Country, , All, 
Tag: union_contribution_price_cost_modifier, Categories: Country, , All, 
Tag: tithe_price_cost_modifier, Categories: Country, , All, 
Tag: excluded_from_imperial_protection, Categories: Country, , All, 
Tag: head_of_cabinet_promotion_cost_modifier, Categories: Country, , All, 
Tag: is_head_of_cabinet, Categories: Character, , All, 
Tag: can_convert_galleys_to_light, Categories: Country, , All, 
Tag: treasure_voyage_cargo_size_modifier, Categories: Country, , All, 
Tag: eunuch_power, Categories: Country, , All, 
Tag: global_pop_silver_demand, Categories: Country, , All, 
Tag: enables_german_migration, Categories: Country, , All, 
Tag: german_migration_attraction_modifier, Categories: Country, , All, 
Tag: mercenary_units_preference_modifier, Categories: Country, , All, 
Tag: has_appanages_subjects, Categories: Country, , All, 
Tag: appanage_prevented_from_call_to_war, Categories: Country, , All, 
Tag: heir_of_same_religion, Categories: Country, , All, 
Tag: heir_of_same_religion_group, Categories: Country, , All, 
Tag: heir_of_any_religion, Categories: Country, , All, 
Tag: permanent_parliament_location, Categories: Country, , All, 
Tag: parliament_request_issue_support_needed, Categories: Country, , All, 
Tag: overlord_blocked_from_recruiting_regiments, Categories: Country, , All, 
Tag: overlord_blocked_from_building_ships, Categories: Country, , All, 
